Cueanexo,Nombre_EE,Sector,Ámbito,Código de localidad,Localidad,Primario,Secundario,Jardín,id_depto
020150800,INSTITUTO DE LA NIÑEZ ALETHEIA,Privado,Urbano,02102001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020181900,INST.DR. RAUL JUAN GANDINI,Privado,Urbano,02109001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020186800,COLEGIO NUEVOS RUMBOS,Privado,Urbano,02102001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020221300,JIC Nº 03 SAN TELMO DE 03,Estatal,Urbano,02101001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020224400,INSTITUTO SAN ANTONIO DE DEVOTO,Privado,Urbano,02111001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020227200,EI Nº 06 J.F. SALABERRY  DE 20,Estatal,Urbano,02109001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020244400,JIN E DE 18 (ESC. PRIM. Nº 1 DE 18),Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020274000,JARDIN MATERNAL Nº 6 DE 18,Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,0,0,1,2000
060004500,ARZOBISPO JOSÉ ANTONIO DE SAN ALBERTO,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060007900,JARDÍN DE INFANTES DIVINA PASTORA,Privado,Urbano,06476023,LOBERIA,0,0,1,6476
060009000,JARDÍN DE INFANTES Nº920,Estatal,Urbano,06357041,PUNTA MOGOTES,0,0,1,6357
060042600,JARDÍN DE INFANTES Nº911 ALMIRANTE GUILLERMO BROWN,Estatal,Urbano,06371022,VILLA GRANADEROS DE SAN MARTIN,0,0,1,6371
060053800,JARDÍN DE INFANTES Nº904 PUERTO DE LA CIUDAD,Estatal,Urbano,06882012,ZARATE,0,0,1,6882
060058000,JARDÍN DE INFANTES Nº904 SOFIA SOLEDAD PEREZ,Estatal,Urbano,06154025,TRES ALGARROBOS,0,0,1,6154
060120100,JARDÍN DE INFANTES Nº907 HIPOLITO ABELLA,Estatal,Rural,06651025,SAN GERMAN,0,0,1,6651
060123500,JARDÍN DE INFANTES Nº910 MADRE TERESA DE CALCUTA,Estatal,Rural,06854029,SAN ENRIQUE,0,0,1,6854
060137500,JARDÍN DE INFANTES Nº902 CONSTANCIO C.VIGIL,Estatal,Urbano,06693017,ROQUE PEREZ,0,0,1,6693
060185900,JARDÍN DE INFANTES Nº906,Estatal,Urbano,06476023,LOBERIA,0,0,1,6476
060200900,JARDÍN DE INFANTES Nº904 LA FLOR DEL CEIBO,Estatal,Rural,06238019,SEVIGNE,0,0,1,6238
060349000,JARDÍN DE INFANTES Nº905,Estatal,Urbano,06021001,ALBERTI,0,0,1,6021
060404400,JARDÍN DE INFANTES Nº915 ALFONSINA STORNI,Estatal,Urbano,06035009,PIÑEYRO,0,0,1,6035
060428200,JARDÍN DE INFANTES Nº903,Estatal,Rural,06707019,POLVAREDAS,0,0,1,6707
060452300,JARDÍN DE INFANTES Nº903 REMEDIOS DE ESCALADA,Estatal,Rural,06301004,EL DESCANSO,0,0,1,6301
060458300,JARDÍN DE INFANTES Nº906 CACIQUE IGNACIO COLIQUEO,Estatal,Rural,06385009,LA TRIBU,0,0,1,6385
060476400,JARDÍN DE INFANTES Nº906 GABRIELA MISTRAL,Estatal,Rural,06203018,PASMAN,0,0,1,6203
060502000,JARDÍN DE INFANTES Nº908 BASILIO VILLARINO,Estatal,Rural,06602001,BAHIA SAN BLAS,0,0,1,6602
060515800,JARDÍN DE INFANTES BICHITO DE LUZ,Privado,Urbano,06049005,AZUL,0,0,1,6049
060537900,JARDÍN DE INFANTES Nº902 JUANA MANSO,Estatal,Urbano,06294001,ARRIBEÑOS,0,0,1,6294
060590800,JARDÍN DE INFANTES Nº906 SIRLEY SACCO,Estatal,Urbano,06126005,CAMPANA,0,0,1,6126
060704700,JARDÍN DE INFANTES Nº914 JOSEFINA ACOSTA,Estatal,Urbano,06763008,SAN NICOLAS DE LOS ARROYOS,0,0,1,6763
060718500,JARDÍN DE INFANTES Nº905 GABRIELA MISTRAL,Estatal,Urbano,06462019,LEANDRO N. ALEM,0,0,1,6462
060749500,JARDÍN DE INFANTES ESTABLECIMIENTO EDUCATIVO ARGENTINO,Privado,Urbano,06028015,ADROGUE,0,0,1,6028
060750800,JARDÍN DE INFANTES Nº907 DR. BALDOMERO F. MORENO,Estatal,Urbano,06203009,HUANGUELEN,0,0,1,6203
060756400,JARDÍN DE INFANTES Nº901 GRANADEROS DE SAN MARTIN,Estatal,Urbano,06476023,LOBERIA,0,0,1,6476
060921700,JARDÍN DE INFANTES Nº901 TAMBOR DE TACUARI,Estatal,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060952500,JARDÍN DE INFANTES NIÑO FELIZ,Privado,Urbano,06595027,OLAVARRIA,0,0,1,6595
061041600,COLEGIO BEDE,Privado,Urbano,06638002,DEL VISO,1,0,1,6638
061103000,JARDÍN DE INFANTES Nº904 JUANA MANSO,Estatal,Urbano,06301005,GENERAL BELGRANO,0,0,1,6301
061125000,JARDÍN DE INFANTES ABUELA AUREA,Privado,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
061127800,JARDÍN DE INFANTES Nº917 ROSARIO VERA PEÑALOZA,Estatal,Urbano,06049005,AZUL,0,0,1,6049
061249200,JARDÍN DE INFANTES PINOCHO,Privado,Urbano,06070001,BARADERO,0,0,1,6070
061253900,JARDÍN DE INFANTES Nº914,Estatal,Rural,06854035,BAUDRIX,0,0,1,6854
061402100,JARDÍN DE INFANTES CEREZO,Privado,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
061460100,COLEGIO FRENCH,Privado,Urbano,06490001,BANFIELD,0,0,1,6490
061460500,JARDÍN MUNICIPAL Nº 5 RAYITO DE SOL,Estatal,Urbano,06408001,CIUDAD VILLA SANTOS TESEI,0,0,1,6408
061475500,JARDÍN DE INFANTES AIRE LIBRE,Privado,Urbano,06441026,LA PLATA,0,0,1,6441
061483500,JARDÍN MUNICIPAL JOSÉ MANUEL ESTRADA,Estatal,Urbano,06840002,CASEROS,0,0,1,6840
061552900,JARDÍN DE INFANTES EL CASTILLITO,Privado,Urbano,06260005,LUIS GUILLON,0,0,1,6260
061596900,JARDÍN DE INFANTES ITALO ARGENTINO SAN MAURO,Privado,Urbano,06658041,QUILMES OESTE,0,0,1,6658
061599100,JARDÍN DE INFANTES SAN ESTEBAN,Privado,Urbano,06749023,VICTORIA,0,0,1,6749
061707100,JACARANDA,Privado,Urbano,06658039,BERNAL OESTE,0,0,1,6658
061902200,JARDÍN MATERNAL GARABATOS DE COLORES,Privado,Urbano,06091001,BERAZATEGUI,0,0,1,6091
062016200,JARDÍN DE INFANTES RURAL Nº5,Estatal,Rural,06014018,VASQUEZ,0,0,1,6014
062061900,JARDÍN COMUNITARIO NIÑO DE JESUS,Privado,Urbano,06427006,GREGORIO DE LAFERRERE,0,0,1,6427
062072800,JARDÍN DE INFANTES CORAZON,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
062099200,JARDÍN MATERNAL RAYITO DE SOL,Privado,Urbano,06763008,SAN NICOLAS DE LOS ARROYOS,0,0,1,6763
062116800,JARDÍN MATERNAL MUNICIPAL Nº9,Estatal,Urbano,06861009,OLIVOS,0,0,1,6861
062131800,JARDÍN DE INFANTES RURAL Nº1,Estatal,Urbano,06126005,CAMPANA,0,0,1,6126
062135100,JARDÍN DE INFANTES RURAL Nº2,Estatal,Urbano,06329003,GENERAL LAS HERAS,0,0,1,6329
062138400,JARDÍN DE INFANTES RURAL Nº1,Estatal,Urbano,06749021,SAN FERNANDO,0,0,1,6749
062139500,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº3,Estatal,Rural,06224002,CHIVILCOY,0,0,1,6224
062140900,JARDÍN DE INFANTES RURAL Nº2,Estatal,Rural,06351014,VILLA ROTH,0,0,1,6351
062153600,JARDÍN DE INFANTES RURAL Nº6,Estatal,Rural,06679011,MIRA PAMPA,0,0,1,6679
062161600,JARDÍN DE INFANTES RURAL Nº11,Estatal,Urbano,06707020,SALADILLO,0,0,1,6707
062178800,JARDÍN DE INFANTES N°958,Estatal,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
062193500,JARDÍN MATERNAL MUNICIPAL ARCO IRIS,Estatal,Urbano,06686029,ROJAS,0,0,1,6686
062212900,JARDÍN DE INFANTES RURAL Nº3,Estatal,Rural,06140005,EL DESCANSO,0,0,1,6140
062214600,JARDÍN DE INFANTES RURAL Nº7,Estatal,Rural,06798010,LAS CASUARINAS,0,0,1,6798
062223900,JARDÍN DE INFANTES EL NUEVO ARLEQUIN,Privado,Urbano,06840002,CASEROS,0,0,1,6840
062267400,LA CASITA DEL ARBOL,Privado,Urbano,06840010,LOMA HERMOSA,0,0,1,6840
062290900,JARDÍN DE INFANTES RURAL Nº15,Estatal,Rural,06049044,CAMPOMAR,0,0,1,6049
062304700,JARDÍN DE INFANTES Nº922,Estatal,Rural,06882016,ISLA BOTIJA,0,0,1,6882
062311800,COLEGIO YORK,Privado,Urbano,06441026,LA PLATA,0,0,1,6441
062313600,JARDÍN SAN JOSÉ,Privado,Urbano,06371028,VILLA MAIPU,0,0,1,6371
062320400,JARDÍN MATERNAL MUNICIPAL Nº3,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
062330600,JARDÍN DE INFANTES Nº918,Estatal,Urbano,06420003,LAS TONINAS,0,0,1,6420
062335200,JARDÍN MATERNAL RE-CREANDO,Privado,Urbano,06861011,VILLA MARTELLI,0,0,1,6861
062336600,JARDÍN MATERNAL ARROYITO,Estatal,Urbano,06791044,TANDIL,0,0,1,6791
062350500,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº12,Estatal,Rural,06875039,SANTA CATALINA,0,0,1,6875
062355300,INSTITUTO QUINQUELA MARTÍN,Privado,Urbano,06270005,TRISTAN SUAREZ,0,0,1,6270
062406300,JARDÍN DE INFANTES DE CARÁCTER COMUNITARIO N°6,Estatal,Urbano,06427016,VIRREY DEL PINO,0,0,1,6427
062408400,JARDÍN DE INFANTES DE CARÁCTER COMUNITARIO N°1,Estatal,Urbano,06560006,MARIANO MORENO,0,0,1,6560
180146500,CENTRO DE DESARROLLO INFANTIL MITAI ROGA V,Estatal,Urbano,18021006,CORRIENTES,0,0,1,18021
220062300,U.E.G.P Nº 51 (UEP Nº 51) IPENI,Privado,Urbano,22140034,RESISTENCIA,0,0,1,22140
220183200,U.E.G.P Nº 128 (UEP Nº 128) JESUS MARIA,Privado,Urbano,22091029,TRES ISLETAS,0,0,1,22091
260048900,ESCUELA DE NIVEL INICIAL Nº 444,Estatal,Urbano,26035007,ESQUEL,0,0,1,26035
260049700,ESCUELA DE NIVEL INICIAL Nº 441,Estatal,Urbano,26077010,RAWSON,0,0,1,26077
260053100,ACUARELA,Estatal,Urbano,26007006,PUERTO MADRYN,0,0,1,26007
260054000,LA ESTANCIA DEL SOL,Privado,Urbano,26077010,RAWSON,0,0,1,26077
300046900,UNIDAD EDUCATIVA AROMITOS 1,Estatal,Urbano,30098019,CONCEPCION DEL URUGUAY,0,0,1,30098
020011700,JII N° 01 DE 11,Estatal,Urbano,02107001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020020300,ESCUELA ARGENTINA,Privado,Urbano,02115001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020023400,INSTITUTO INCORPORADO COLECTIVIDAD HELENICA,Privado,Urbano,02115001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020049600,INSTITUTO SAN MAXILIMIANO KOLBE,Privado,Urbano,02113001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020070900,JII Nº 01 AMERICA LATINA DE 01,Estatal,Urbano,02114001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020071302,JIN C DE 01 (ESC. PRIM. Nº 21 DE 1),Estatal,Urbano,02102001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020074700,COLEGIO SAN AGUSTIN,Privado,Urbano,02102001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020111100,INST. NUESTRA SENORA DE FATIMA,Privado,Urbano,02108001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020136900,JIN B JUANA AZURDUY DE 16 ( Nº 2 ),Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020140400,INSTITUTO PRIVADO DIVINO ROSTRO,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020158700,JIN A DE 16 (ESC. PRIM. N°15 DE 16),Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020159202,JIN A ALICIA MOREAU DE JUSTO DE 17 (N° 3),Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020159700,JIN D DE 16 (ESC. PRIM. Nº 22 DE 16),Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020210100,INSTITUTO ESBA FLORES,Privado,Urbano,02107001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020220400,JII Nº 03 EL JARDIN DE OLLEROS DE 14,Estatal,Urbano,02115001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020303700,JII Nº 9 DE 21,Estatal,Urbano,02108001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020309500,JII N° 15 DE 05,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020311700,JARDIN DEL TIEMPO,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,0,0,1,2000
060016000,JARDÍN DE INFANTES Nº903 DR. MIGUEL CARLOS BERTERO,Estatal,Urbano,06882012,ZARATE,0,0,1,6882
060017500,COLEGIO GENERAL BELGRANO,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060028000,JARDÍN DE INFANTES Nº903 RAFAEL OBLIGADO,Estatal,Urbano,06770034,SAN PEDRO,0,0,1,6770
060039400,JARDÍN DE INFANTES Nº906 PAULA ALBARRACIN,Estatal,Urbano,06833027,TRES ARROYOS,0,0,1,6833
060075900,JARDÍN DE INFANTES Nº951 LIA ESTHER GIUSTI,Estatal,Urbano,06441026,LA PLATA,0,0,1,6441
060098700,JARDÍN DE INFANTES Nº902 MERCEDITAS,Estatal,Rural,06392030,VILLA SAUZE,0,0,1,6392
060104000,JARDÍN MUNICIPAL Nº7,Estatal,Urbano,06861012,VILLA ADELINA,0,0,1,6861
060107200,JARDÍN DE INFANTES Nº901 CARLOS PERRANLT,Estatal,Urbano,06505011,MAGDALENA,0,0,1,6505
060112500,JARDÍN HERMANO SOL-HERMANA LUNA,Privado,Urbano,06840005,CIUDADELA,0,0,1,6840
060132500,JARDÍN DE INFANTES Nº931 VELERO ESPERANZA,Estatal,Urbano,06805008,EL TALAR,0,0,1,6805
060136100,JARDÍN DE INFANTES Nº954,Estatal,Urbano,06427011,RAMOS MEJIA,0,0,1,6427
060139300,INSTITUTO SANTO DOMINGO,Privado,Urbano,06427011,RAMOS MEJIA,1,0,1,6427
060170400,JARDÍN DE INFANTES LA ARDILLITA TRAVIESA,Privado,Urbano,06028004,CLAYPOLE,0,0,1,6028
060204400,JARDÍN DE INF. NUESTRA SRA.DEL HOGAR,Privado,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
060206200,JARDÍN DE INFANTES Nº921 MARTÍN IQUIN,Estatal,Urbano,06658008,QUILMES,0,0,1,6658
060212700,JARDÍN DE INFANTES Nº924 GABRIELA MISTRAL,Estatal,Urbano,06434031,LANUS OESTE,0,0,1,6434
060252900,JARDÍN DE INFANTES EL GATITO CON BOTAS,Privado,Urbano,06260007,MONTE GRANDE,0,0,1,6260
060279600,COLEGIO PAZ Y BIEN,Privado,Urbano,06539005,MERLO,1,0,1,6539
060281600,JARDÍN DE INFANTES Nº933 ESCUELA NORMAL SUPERIOR A MENTRUYT,Estatal,Urbano,06490001,BANFIELD,0,0,1,6490
060284100,JARDÍN DE INFANTES UPA-LA-LA,Privado,Urbano,06441026,LA PLATA,0,0,1,6441
060289400,JARDÍN DE INFANTES Nº945,Estatal,Urbano,06441034,RUTA SOL,0,0,1,6441
060297500,JARDÍN MUNICIPAL Nº2,Estatal,Urbano,06441063,VILLA ELVIRA,0,0,1,6441
060304200,JARDÍN DE INFANTES CLARET,Privado,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
060318600,JARDÍN DE INFANTES SAN ROQUE,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060323500,JARDÍN DE INFANTES NUESTRA SEÑORA DE FATIMA,Privado,Urbano,06515005,TORTUGUITAS,0,0,1,6515
060324700,JARDÍN DE INFANTES SAN JUAN BAUTISTA,Privado,Urbano,06539005,MERLO,0,0,1,6539
060341300,JARDÍN DE INFANTES Nº917,Estatal,Urbano,06595027,OLAVARRIA,0,0,1,6595
060365700,JARDÍN DE INFANTES Nº905 JUANA MANUELA GORRITI,Estatal,Urbano,06515003,LOS POLVORINES,0,0,1,6515
060380000,JARDÍN DE INFANTES Nº929 HEBE SAN MARTÍN DE DUPRAT,Estatal,Urbano,06539003,LIBERTAD,0,0,1,6539
060435000,JARDÍN DE INFANTES Nº927 FLORENTINO AMEGHINO,Estatal,Urbano,06434030,LANUS ESTE,0,0,1,6434
060447400,JARDÍN DE INFANTES Nº907 MARIA FELISA TAPIE,Estatal,Urbano,06749021,SAN FERNANDO,0,0,1,6749
060485700,JARDÍN DE INFANTES YOLANDA PIERINI,Privado,Urbano,06412001,JOSE C PAZ,0,0,1,6412
060488700,"JARDÍN DE INFANTES Nº906 BERISSO, TIERRA DE INMIGRANTES",Estatal,Urbano,06098020,VILLA PROGRESO,0,0,1,6098
060507700,JARDÍN DE INFANTES Nº926 11 DE MAYO,Estatal,Urbano,06371002,BILLINGHURST,0,0,1,6371
060546300,JARDÍN DE INFANTES Nº904 SARA E. CHAMBERLAIN DE ECCLESTON,Estatal,Urbano,06638014,SANTA TERESA,0,0,1,6638
060554400,JARDÍN DE INFANTES Nº910 AIDA PASQUINI DE DIAZ,Estatal,Urbano,06408002,HURLINGHAM,0,0,1,6408
060554500,JARDÍN DE INFANTES Nº913 MARIA EVA DUARTE,Estatal,Urbano,06408001,CIUDAD VILLA SANTOS TESEI,0,0,1,6408
060592800,ESCUELA ATAHUALPA YUPANQUI,Privado,Urbano,06760005,SAN MIGUEL,1,0,1,6760
060650300,JARDÍN DE INFANTES NUESTRA SEÑORA DE LUJAN,Privado,Urbano,06638012,PILAR,0,0,1,6638
060696900,JARDÍN DE INFANTES Nº917 ROSARIO VERA PEÑALOZA,Estatal,Urbano,06427016,VIRREY DEL PINO,0,0,1,6427
060707300,JARDÍN DE INFANTES SANTO TOMAS,Privado,Urbano,06274005,FLORENCIO VARELA,0,0,1,6274
060718900,JARDÍN DE INFANTES SAN CAYETANO,Privado,Urbano,06623031,PERGAMINO,0,0,1,6623
060719100,JARDÍN DE INFANTES SAN VICENTE DE PAUL,Privado,Urbano,06623031,PERGAMINO,0,0,1,6623
060726300,JARDÍN MUNICIPAL Nº10 SENDERO DE LUNA,Estatal,Urbano,06408002,HURLINGHAM,0,0,1,6408
060752000,JARDÍN DE INFANTES ACUARELA,Privado,Urbano,06274005,FLORENCIO VARELA,0,0,1,6274
060754500,JARDÍN DE INFANTES Nº930,Estatal,Urbano,06434005,MONTE CHINGOLO,0,0,1,6434
060773800,JARDÍN DE INFANTES Nº921,Estatal,Urbano,06427017,L DEL MIRADOR,0,0,1,6427
060784400,JARDÍN DE INFANTES LAS MARIAS,Privado,Urbano,06427006,GREGORIO DE LAFERRERE,0,0,1,6427
060808200,JARDÍN DE INFANTES MODELO DEL SINDICATO DE LUZ Y FUERZA,Privado,Urbano,06035006,DOCK SUD,0,0,1,6035
060812000,JARDÍN DE INFANTES PRESBITERO MAURO GOLE,Privado,Urbano,06511004,MAIPU,0,0,1,6511
060812900,JARDÍN DE INFANTES Nº907 HEROES DE MALVINAS,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
060813600,JARDÍN DE INFANTES ESTRELLITA,Privado,Urbano,06770034,SAN PEDRO,0,0,1,6770
060816400,JARDÍN DE INFANTES ASUNCION DE MARIA,Privado,Urbano,06490007,TEMPERLEY,0,0,1,6490
060859500,JARDÍN DE INFANTES Nº909 DR.FRANCISCO JULIAN BEAZLEY,Estatal,Urbano,06539008,SAN ANTONIO DE PADUA,0,0,1,6539
060870200,JARDÍN DE INFANTES BICHITO DE LUZ,Privado,Urbano,06427007,ISIDRO CASANOVA,0,0,1,6427
060882700,JARDÍN DE INFANTES Nº903 FEDERICO FROEBEL,Estatal,Urbano,06098002,BARRIO EL CARMEN,0,0,1,6098
060891100,JARDÍN DE INFANTES NUESTRA SEÑORA DE MONTE GRANDE,Privado,Urbano,06260007,MONTE GRANDE,0,0,1,6260
060916200,JARDÍN DE INFANTES Nº908 DR. TEODORO MANUEL ROJAS,Estatal,Urbano,06260007,MONTE GRANDE,0,0,1,6260
060923300,JARDÍN DE INFANTES Nº904 PAULA M. ALBARRACIN DE SARMIENTO,Estatal,Urbano,06441053,LOS HORNOS,0,0,1,6441
060929800,COLEGIO SAN JOSÉ DE CALASANZ,Privado,Urbano,06408001,CIUDAD VILLA SANTOS TESEI,1,0,1,6408
060938300,JARDÍN DE INFANTES FRUTILLITAS,Privado,Urbano,06658008,QUILMES,0,0,1,6658
060961000,JARDÍN DE INFANTES Nº910 RICARDO FORTUNATO OLIVERA,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
060970400,JARDÍN DE INFANTES Nº911 JOSÉ DE SAN MARTIN,Estatal,Urbano,06413012,JUNIN,0,0,1,6413
060988200,JARDÍN DE INFANTES Nº903 GABRIELA MISTRAL,Estatal,Urbano,06840015,SAENZ PEÑA,0,0,1,6840
061036300,JARDÍN DE INFANTES Nº908 LOLA MORA,Estatal,Urbano,06658010,VILLA LA FLORIDA,0,0,1,6658
061041400,JARDÍN DE INFANTES EL ARCA DE NOE,Privado,Urbano,06638002,DEL VISO,0,0,1,6638
061062100,JARDÍN DE INFANTES OBROIN,Privado,Urbano,06609026,PEHUAJO,0,0,1,6609
061066100,COLEGIO SAN VICENTE DE PAUL,Privado,Urbano,06252001,BELEN DE ESCOBAR,1,0,1,6252
061140200,JARDÍN DE INFANTES PORTAL DE BELEN,Privado,Urbano,06441063,VILLA ELVIRA,0,0,1,6441
061143100,JARDÍN DE INFANTES Nº906,Estatal,Urbano,06274007,INGENIERO JUAN ALLAN,0,0,1,6274
061217900,INSTITUTO EDUCACIONAL NACIONES UNIDAS,Privado,Urbano,06756006,MARTINEZ,1,0,1,6756
061226700,INSTUTUTO REPUBLICA ARGENTINA,Privado,Urbano,06756006,MARTINEZ,1,0,1,6756
061235300,JARDÍN DE INFANTES SAN FRNACISCO JAVIER,Privado,Urbano,06756006,MARTINEZ,0,0,1,6756
061248800,JARDÍN DE INFANTES Nº903,Estatal,Urbano,06648001,GUERNICA,0,0,1,6648
061250400,JARDÍN DE INFANTES Nº924,Estatal,Rural,06357033,LOMA ALTA,0,0,1,6357
061270500,INSTITUTO MANUEL DORREGO,Privado,Urbano,06760001,BELLA VISTA,1,0,1,6760
061273400,JARDÍN DE INFANTES Nº915,Estatal,Urbano,06210001,CHACABUCO,0,0,1,6210
061279800,JARDÍN DE INFANTES Nº938,Estatal,Urbano,06434008,VALENTIN ALSINA,0,0,1,6434
061347300,JARDÍN DE INFANTES Nº924 DR. RENE FAVALORO,Estatal,Urbano,06274014,VILLA VATTEONE,0,0,1,6274
061348600,JARDÍN DE INFANTES Nº913 REPUBLICA ARGENTINA,Estatal,Urbano,06410002,ITUZAINGO,0,0,1,6410
061398000,JARDÍN MUNICIPAL DUMBO,Estatal,Urbano,06840002,CASEROS,0,0,1,6840
061402500,JARDÍN DE INFANTES ABEJITAS LABORIOSAS,Privado,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
061470500,JARDÍN DE INFANTES Nº3 (CONVENIADO) EL PRINCIPITO,Estatal,Urbano,06760001,BELLA VISTA,0,0,1,6760
061486200,JARDÍN DE INFANTES Nº975,Estatal,Urbano,06441063,VILLA ELVIRA,0,0,1,6441
061488100,JARDÍN DE INFANTES Nº934,Estatal,Urbano,06091031,BERAZATEGUI OESTE,0,0,1,6091
061492900,JARDÍN DE INFANTES Nº903,Estatal,Urbano,06287008,GENERAL ALVEAR,0,0,1,6287
061532200,JARDÍN DE INFANTES 2 DE ABRIL,Privado,Urbano,06539005,MERLO,0,0,1,6539
061582600,JARDÍN DE INFANTES Nº944,Estatal,Urbano,06028003,BURZACO,0,0,1,6028
061689700,JARDÍN MUNICIPAL SUEÑOS Y SONRISAS,Estatal,Urbano,06091031,BERAZATEGUI OESTE,0,0,1,6091
061690800,COLEGIO MADRE TERESA,Privado,Urbano,06749023,VICTORIA,1,0,1,6749
061692000,JARDÍN MUNICIPAL Nº8 PERIQUITA,Estatal,Urbano,06427007,ISIDRO CASANOVA,0,0,1,6427
061692500,MUNICIPAL Nº14 PUERTO ARGENTINO,Estatal,Urbano,06427012,SAN JUSTO,0,0,1,6427
061696300,JARDÍN DE INFANTES Nº922 HEBE ALICIA SAN MARTÍN DE DUPRAT,Estatal,Urbano,06252005,GARIN,0,0,1,6252
062037700,ROSARIO VERA PEÑALOZA,Privado,Urbano,06274005,FLORENCIO VARELA,0,0,1,6274
062085000,JARDÍN DE INFANTES Nº906 LOS HIJOS DEL SOL,Estatal,Urbano,06644005,OSTENDE,0,0,1,6644
062095700,CUENTOS DE LA SELVA,Privado,Urbano,06490001,BANFIELD,0,0,1,6490
062118000,JARDÍN DE INFANTES RURAL Nº12,Estatal,Urbano,06392014,GENERAL VILLEGAS,0,0,1,6392
062137000,JARDÍN DE INFANTES RURAL Nº1,Estatal,Rural,06700006,COLONIA SAN MARTIN,0,0,1,6700
062138500,JARDÍN DE INFANTES RURAL Nº1 ISLAS MALVINAS,Estatal,Rural,06826022,LA ZANJA,0,0,1,6826
062138800,JARDÍN DE INFANTES RURAL Nº4,Estatal,Rural,06826017,ELVIRA,0,0,1,6826
062139100,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA N°2,Estatal,Urbano,06189006,CORONEL DORREGO,0,0,1,6189
062143000,JARDÍN DE INFANTES RURAL Nº1 HERMINIA BRUMANA,Estatal,Urbano,06707020,SALADILLO,0,0,1,6707
062144800,JARDÍN DE INFANTES RURAL Nº10,Estatal,Urbano,06203004,CORONEL SUAREZ,0,0,1,6203
062147400,JARDÍN DE INFANTES RURAL Nº6,Estatal,Urbano,06413012,JUNIN,0,0,1,6413
062149300,JARDÍN DE INFANTES RURAL Nº8 DR. ANGEL GALLARDO,Estatal,Urbano,06203004,CORONEL SUAREZ,0,0,1,6203
062154800,JARDÍN DE INFANTES Nº915,Estatal,Rural,06098004,BERISSO,0,0,1,6098
062164700,JARDÍN DE INFANTES RURAL Nº8,Estatal,Urbano,06693017,ROQUE PEREZ,0,0,1,6693
062212400,JARDÍN DE INFANTES RURAL Nº10,Estatal,Urbano,06210001,CHACABUCO,0,0,1,6210
062215400,JARDÍN DE INFANTES RURAL Nº8,Estatal,Rural,06448015,SANTA ELENA,0,0,1,6448
062216100,JARDÍN DE INFANTES Nº945,Estatal,Urbano,06805016,TIGRE,0,0,1,6805
062228800,JARDÍN DE INFANTES DE ISLAS Nº10,Estatal,Rural,06070001,BARADERO,0,0,1,6070
062251300,JARDÍN DE INFANTES Nº942,Estatal,Urbano,06274014,VILLA VATTEONE,0,0,1,6274
062278300,JARDÍN DE INFANTES Nº948,Estatal,Urbano,06805012,LOS TRONCOS DEL TALAR,0,0,1,6805
