Cueanexo,Nombre_EE,Sector,Ámbito,Código de localidad,Localidad,Primario,Secundario,Jardín,id_depto
740005200,ESCUELA HOGAR N°16 GRANADEROS PUNTANOS,Estatal,Rural,74042025,MARTIN DE LOYOLA,1,1,1,74042
740042300,ESCUELA DE JORNADA COMPLETA N° 448 PAULA ALBARRACIN DE SARMIENTO,Estatal,Rural,74042005,BATAVIA,1,1,1,74042
740045600,ESC. N° 371 JUAN BAUTISTA ALBERDI,Estatal,Urbano,74035029,VILLA MERCEDES,1,0,1,74035
740047300,ESC. N° 46 GOBERNADOR LEON GUILLET,Estatal,Urbano,74035029,VILLA MERCEDES,1,0,1,74035
740064900,ESCUELA Nº 435,Estatal,Urbano,74049034,MERLO,1,0,1,74049
740070700,INSTITUTO MULTIDISCIPLINAR SAN IGNACIO,Privado,Urbano,74056052,SAN LUIS,1,0,1,74056
780000700,JARDÍN DE INFANTES Nº 48 ARCO IRIS,Estatal,Urbano,78021001,28 DE NOVIEMBRE,0,0,1,78021
780001700,JARDÍN DE INFANTES Nº 23 YEMEL TALENKE,Estatal,Rural,78021068,JULIA DUFOUR,0,0,1,78021
780005800,JARDÍN DE INFANTES MARCELO SPÍNOLA,Privado,Urbano,78014007,CALETA OLIVIA,0,0,1,78014
780023600,JARDÍN DE INFANTES Nº 17 FEDERICO FROEBEL,Estatal,Urbano,78021078,RIO GALLEGOS,0,0,1,78021
780024100,JARDÍN DE INFANTES Nº 50 KAU SI AIKE,Estatal,Urbano,78021078,RIO GALLEGOS,0,0,1,78021
820012300,ESCUELA NRO 57 JUANA ELENA BLANCO,Estatal,Urbano,82084039,ROSARIO,1,0,1,82084
820012800,ESCUELA NRO 6028 MARIANO SAAVEDRA,Estatal,Rural,82070043,SAN MARIANO,1,0,1,82070
820025000,ESCUELA NRO 483 JUAN ENRIQUE PESTALOZZI,Estatal,Rural,82021028,EUSTOLIA,1,0,1,82021
820030900,ESCUELA NRO 575 CACIQUE YAMANDU,Estatal,Rural,82063028,VILLA LAURA,1,0,1,82063
820032300,ESCUELA PART. INC. NRO 1111 NUESTRA SEÑORA DE LA MISERICORDIA,Privado,Urbano,82042037,RUFINO,1,0,1,82042
820032700,JARDIN DE INFANTES NUCLEADO NRO 75 ACCION COOPERATIVA,Estatal,Urbano,82063024,SANTA FE,0,0,1,82063
820037800,ESCUELA NRO 6405 GABRIELA MISTRAL,Estatal,Urbano,82021048,RAFAELA,1,0,1,82021
820041501,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 166 OLGA COSSETTINI,Estatal,Urbano,82126021,SAN JORGE,0,0,1,82126
820059300,ESCUELA NRO 858 MARIANO MORENO,Estatal,Rural,82133075,KILOMETRO 48,1,0,1,82133
820060501,C.E.R. NRO 526 NUESTRA SEÑORA DE ITATI,Estatal,Urbano,82133053,VERA,1,0,1,82133
820069900,JARDIN DE INFANTES NRO 50 OLGA COSSETTINI,Estatal,Urbano,82042037,RUFINO,0,0,1,82042
820071200,ESCUELA NRO 265 ALMAFUERTE,Estatal,Rural,82126003,CASAS,1,0,1,82126
820083501,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 46,Estatal,Urbano,82084039,ROSARIO,0,0,1,82084
820087904,NUCLEO IV - JARDIN DE INFANTES NUCLEADO NRO 110,Estatal,Urbano,82042048,VENADO TUERTO,0,0,1,82042
820088900,ESCUELA NRO 119 CORONEL ORTIZ DE OCAMPO,Estatal,Urbano,82084039,ROSARIO,1,0,1,82084
820100200,ESCUELA NRO 429 JUAN BAUTISTA CABRAL,Estatal,Rural,82112070,LA CLORINDA,1,0,1,82112
820104701,AULA RADIAL I VIRGEN DE LOURDES- ESCUELA PART. INC. NRO 1221 MARIA MADRE DE LA IGLESIA,Privado,Urbano,82084039,ROSARIO,0,0,1,82084
820110100,ESCUELA PART. INC. NRO 1315 COOPERACION,Privado,Urbano,82084043,VILLA GOBERNADOR GALVEZ,1,0,1,82084
820113400,ESCUELA NRO 619 MARIANO MORENO,Estatal,Rural,82070006,CULULU,1,0,1,82070
820123700,ESCUELA NRO 573 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,82021007,BELLA ITALIA,1,0,1,82021
820129900,JARDIN DE INFANTES NRO 100 DOCTOR SOCRATES BACCHIDDU,Estatal,Urbano,82105021,MACIEL,0,0,1,82105
820130000,ESCUELA NRO 6243 GUSTAVO MARTINEZ ZUVIRIA,Estatal,Rural,82133043,OGILVIE,1,0,1,82133
820146100,ESCUELA NRO 458 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,82021063,VIRGINIA,1,0,1,82021
820147400,ESCUELA NRO 6150 JUAN BAUTISTA CABRAL,Estatal,Rural,82028022,SARGENTO CABRAL,1,0,1,82028
820150102,C.E.R. NRO 237 SANTA CATALINA,Estatal,Rural,82091090,ACHAVAL RODRIGUEZ,1,0,1,82091
820150103,C.E.R. NRO 274 BRIGADIER GENERAL ESTANISLAO LOPEZ,Estatal,Rural,82091089,COLONIA EL PARAGUAYCITO,1,0,1,82091
820151900,ESCUELA NRO 87  JUAN PASCUAL PRINGLES,Estatal,Rural,82084002,ALBARELLOS,1,0,1,82084
820152900,ESCUELA NRO 1066 PABLO PIZZURNO,Estatal,Rural,82049097,COLONIA SAN MANUEL,1,0,1,82049
820156200,ESCUELA NRO 421 DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,82098018,COLONIA ALEJANDRA,1,0,1,82098
820163100,ESCUELA PART. INC. NRO 1012 SAN JOSE,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820177700,ESCUELA PART. INC. NRO 1371 COLEGIO DEL SOL,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820184000,ESCUELA NRO 1226 GESTA DE MAYO,Estatal,Urbano,82084039,ROSARIO,1,0,1,82084
820186600,ESCUELA NRO 9 JUAN JOSE PASO,Estatal,Urbano,82063024,SANTA FE,1,0,1,82063
820193800,ESCUELA NRO 1126 REPUBLICA DE ITALIA,Estatal,Urbano,82063024,SANTA FE,1,0,1,82063
820196905,NUCLEO ITINERANTE V - JARDIN DE INFANTES NUCLEADO NRO 29,Estatal,Rural,82042075,CAMPO LAS ENCADENADAS,0,0,1,82042
820210301,NUCLEO ITINERANTE I - JARDIN DE INFANTES NUCLEADO NRO 160 ROSA DE SRAIER,Estatal,Rural,82070023,MARIA LUISA,0,0,1,82070
820222800,JARDIN DE INFANTES NUCLEADO NRO 123 EDGARDO BLAS LONGO,Estatal,Urbano,82007007,LAS PAREJAS,0,0,1,82007
820232200,ESCUELA NRO 560 PROVINCIA DE JUJUY,Estatal,Urbano,82084039,ROSARIO,1,0,1,82084
820238100,JARDIN DE INFANTES PART. INC. NRO 1268 JESUS SACRAMENTADO,Privado,Urbano,82063024,SANTA FE,0,0,1,82063
820239100,ESCUELA NRO 555 GENERAL JOSE DE SAN MARTIN,Estatal,Rural,82091013,COLONIA LA CLARA,1,0,1,82091
820241400,ESCUELA PART. INC. NRO 1238 SANTA MARIA DOMINGA MAZZARELLO,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820258600,ESCUELA NRO 150 CRISTOBAL COLON,Estatal,Urbano,82084039,ROSARIO,1,0,1,82084
820262802,NUCLEO II - JARDIN DE INFANTES NUCLEADO NRO 126,Estatal,Urbano,82007024,COLONIA SAN ANTONIO,0,0,1,82007
820263000,ESCUELA PART. INC. NRO 1163 PADRE RAFAEL CANTILO,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820264200,ESCUELA NRO 6315 SANTIAGO DERQUI,Estatal,Rural,82049110,CAMPO BELLO SUR,1,0,1,82049
820269200,ESCUELA NRO 6058 GENERAL GUILLERMO PINTO,Estatal,Rural,82028012,JUAN B. MOLINA,1,0,1,82028
820269900,ESCUELA PART. INC. NRO 1195 SANTA TERESITA DEL NIÑO JESUS,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820296700,ESCUELA NRO 6367 2 DE ABRIL,Estatal,Rural,82035009,LOS CERRILLOS,1,0,1,82035
820309500,ESCUELA NRO 6126 RIO PARANA,Estatal,Rural,82091039,PORTUGALETE,1,0,1,82091
820321400,JARDIN DE INFANTES NUCLEADO NRO 201,Estatal,Rural,82042030,MAGGIOLO,0,0,1,82042
820323702,C.E.R. NRO 421,Estatal,Rural,82077076,CAMPO LA MARUCA,1,0,1,82077
820325600,ESCUELA NRO 1050 BARTOLOME MITRE,Estatal,Rural,82133044,PARAJE 29,1,0,1,82133
820398900,JARDIN DE INFANTES NRO 223 PURANA HUASI,Estatal,Urbano,82063024,SANTA FE,0,0,1,82063
820399401,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 227 CUNA DE LA BANDERA,Estatal,Urbano,82084039,ROSARIO,0,0,1,82084
820400300,JARDIN DE INFANTES NRO 234 JAVIER VILLAFAÑE,Estatal,Urbano,82084039,ROSARIO,0,0,1,82084
820401200,JARDIN DE INFANTES NRO 241 GENERAL MANUEL BELGRANO,Estatal,Urbano,82126021,SAN JORGE,0,0,1,82126
820416502,NUCLEO II - JARDIN DE INFANTES NUCLEADO NRO 267 JUAN FLORENTINO BASSO,Estatal,Urbano,82021037,LEHMANN,0,0,1,82021
820420100,JARDIN DE INFANTES PART. INC. NRO 1475 SAGRADO CORAZON,Privado,Urbano,82126002,CARLOS PELLEGRINI,0,0,1,82126
820425601,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 290,Estatal,Urbano,82084043,VILLA GOBERNADOR GALVEZ,0,0,1,82084
820445307,AULA RADIAL VII - JARDIN DE INFANTES PART. INC. NRO 1491 NUESTRA SEÑORA DE LOS SIN TECHOS,Privado,Urbano,82063024,SANTA FE,0,0,1,82063
820446405,C.E.R. NRO 465,Estatal,Rural,82077031,SAN BERNARDO,1,0,1,82077
820448100,JARDIN DE INFANTES NRO 300 MARÍA ELENA WALSH,Estatal,Rural,82021049,RAMONA,0,0,1,82021
820466802,NUCLEO II - JARDIN DE INFANTES NUCLEADO NRO 353,Estatal,Urbano,82042048,VENADO TUERTO,0,0,1,82042
820467300,ESCUELA PART. AUT. NRO 1507 RETOÑO DE SOL,Privado,Urbano,82084039,ROSARIO,1,0,1,82084
820468601,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 355,Estatal,Urbano,82105011,DESVIO ARIJON,0,0,1,82105
860002600,JARDIN DE INFANTES Nº91 RETOÑO,Estatal,Urbano,86035053,LA BANDA,0,0,1,86035
860010600,ESCUELA Nº 1082,Estatal,Rural,86049011,EL BARRIAL,1,0,1,86049
860015600,ESCUELA Nº610 DOMINGA CASTAGNO DE GIOVENALE,Estatal,Rural,86154014,LOS ENCANTOS,1,0,1,86154
860017800,ESCUELA N° 928 DOLORES PEÑA DE SANTILLAN,Estatal,Rural,86133059,LA  FRAGUA,1,1,1,86133
860028300,JARDIN DE INFANTES Nº210 SAN CAYETANO,Estatal,Urbano,86049057,SANTIAGO DEL ESTERO,0,0,1,86049
860032800,ESCUELA N°936 POZO DEL TOBA,Estatal,Rural,86098014,POZO DEL TOBA,1,0,1,86098
860042100,ESCUELA Nº 1167,Estatal,Rural,86147012,LA NUEVA DONOSA,1,0,1,86147
860047000,ESCUELA N° 832,Estatal,Rural,86168029,PALIZA,1,0,1,86168
860048600,ESCUELA Nº643,Estatal,Rural,86168022,EL SIMBOLAR,1,0,1,86168
860049000,ESCUELA Nº637 CORNELIO SEGUNDO LEDESMA,Estatal,Rural,86168018,CARRETA PASO,1,0,1,86168
860061800,ESCUELA Nº820,Estatal,Rural,86140045,LA HIGUERA,1,0,1,86140
860074000,ESCUELA N° 273 DOCTOR ALFREDO GARGARO,Estatal,Rural,86035066,LAS ABRAS,1,0,1,86035
860074100,ESCUELA N° 162 JOSE MARTI,Estatal,Rural,86035145,SIETE ARBOLES,1,0,1,86035
860080600,ESCUELA N° 415,Estatal,Rural,86070108,TRES CHAÑARES,1,0,1,86070
860093100,ESCUELA N.1116,Estatal,Rural,86035101,SAN JOSE,1,0,1,86035
860093600,ESCUELA N° 1052 MARCELINO RODINI / JI 817,Estatal,Rural,86035122,TRAMO 26,1,0,1,86035
860103500,ESCUELA Nº 397,Estatal,Rural,86077077,LOTE 15,1,0,1,86077
860107200,ESCUELA N° 173 JUAN B. AZOPARDO,Estatal,Rural,86119040,AMAMA,1,0,1,86119
860107400,ESCUELA Nº 312 LA LILIANA / JI N° 889,Estatal,Rural,86119078,SURI POZO,1,0,1,86119
860109900,ESCUELA Nº 687 SANTA ROSA,Estatal,Rural,86119075,SANTA ROSA,1,0,1,86119
860116500,ESCUELA N° 579,Estatal,Rural,86133019,POZO BETBEDER,1,0,1,86133
860146300,ESCUELA Nº 139 LUIS BELTRAN MARTINEZ,Estatal,Rural,86175089,VILLA NUEVA,1,1,1,86175
860148000,ESCUELA N° 91 JOSE FRENCH,Estatal,Rural,86175056,PUESTITO,1,0,1,86175
860153300,ESCUELA N° 196 RUBEN DARIO  J/420,Estatal,Rural,86147049,KUENTI TACKO,1,0,1,86147
860160900,ESCUELA Nº948 SAN JUAN BAUTISTA,Estatal,Rural,86105029,PUESTO DE JUANES,1,0,1,86105
860161700,ESCUELA Nº443 PEDRO REGALADO CORVALAN,Estatal,Rural,86105040,VENTURA PAMPA,1,0,1,86105
860171000,Colegio Evangélico Santiago Canclini,Privado,Urbano,86049057,SANTIAGO DEL ESTERO,1,1,1,86049
860207000,JARDIN DE INFANTES Nº 42  LUNA DE PAPEL,Estatal,Rural,86175033,ESTACION TABOADA,0,0,1,86175
860216200,Jardín de Infantes N° 802 Quilla Atun,Estatal,Urbano,86049057,SANTIAGO DEL ESTERO,0,0,1,86049
860224300,Jardín de Infantes N° 246,Estatal,Rural,86147065,SAN PABLO,0,0,1,86147
900002100,ESC. N° 214 RAMON JULIAN VALVERDI,Estatal,Rural,90112077,GONZALO,1,0,1,90112
900015900,ESC. N° 100  TTE. 1 JULIO C. AUVIEUX,Estatal,Rural,90028053,LOS LAURELES,1,0,1,90028
900020200,ESC. N° 189 - HORACE WILLIAM BLISS,Estatal,Rural,90035042,EL PARAISO,1,1,1,90035
900039900,ESC. N° 46 PRESIDENTE NICOLAS AVELLANEDA,Estatal,Urbano,90105084,TAFI VIEJO,1,0,1,90105
900041700,COL. NUESTRA SEÑORA DE LA MERCED DEL DIVINO MAESTRO,Privado,Urbano,90084004,SAN MIGUEL DE TUCUMAN,1,0,1,90084
900045600,ESC. PROF. MARIA EUGENIA VIRLA,Estatal,Rural,90105066,LOS NOGALES,1,0,1,90105
900058200,ESC. 9 DE JULIO,Estatal,Urbano,90084004,SAN MIGUEL DE TUCUMAN,1,0,1,90084
900066500,ESC. N° 45,Estatal,Rural,90112193,TAPIA/TAPIAS,1,0,1,90112
900068500,ESC. DE EDUCACION INTEGRAL SARMIENTO,Privado,Urbano,90042024,JUAN BAUTISTA ALBERDI,1,0,1,90042
900072300,COL. NUEVA CONCEPCION,Privado,Urbano,90084004,SAN MIGUEL DE TUCUMAN,1,0,1,90084
900094300,ESC. N° 28,Estatal,Urbano,90098214,TAFI DEL VALLE,1,0,1,90098
900096900,ESC. N° 25,Estatal,Rural,90049038,"HUASA PAMPA NORTE, ESTACION HUASA PAMPA",1,0,1,90049
900099800,ESC. NORMAL SUPERIOR FLORENTINO AMEGHINO,Estatal,Urbano,90042024,JUAN BAUTISTA ALBERDI,1,1,1,90042
900102900,INST. CONCEPCIONISTA PEDRO B. GRAMAJO,Privado,Urbano,90021004,ARCADIA,1,0,1,90021
900163000,COL. COOPERATIVO JESUS SEMBRADOR,Privado,Urbano,90084004,SAN MIGUEL DE TUCUMAN,1,0,1,90084
900201800,COLEGIO LAS COLINAS,Privado,Urbano,90119039,YERBA BUENA - MARCOS PAZ,1,0,1,90119
900205200,ESCUELA DE NIVEL INICIAL SANTIAGO GALLO,Estatal,Urbano,90014093,ESPERANZA - INCLUYE DELFIN GALLO Y EX INGENIOS ESP,0,0,1,90014
900205900,ESCUELA DE NIVEL INICIAL Nº 223 CABO 1º MENDEZ,Estatal,Urbano,90063072,LULES,0,0,1,90063
900207400,ESC. DE NIVEL INICIAL JUAN BENJAMIN TERAN,Estatal,Urbano,90014007,BANDA DEL RIO SALI - INCLUYE LASTENIA,0,0,1,90014
900217300,ESC. DE NIVEL INICIAL WENCESLAO POSSE,Estatal,Urbano,90014093,ESPERANZA - INCLUYE DELFIN GALLO Y EX INGENIOS ESP,0,0,1,90014
900219600,ESC. DE NIVEL INICIAL J. CRISOSTOMO MENDEZ,Estatal,Urbano,90014007,BANDA DEL RIO SALI - INCLUYE LASTENIA,0,0,1,90014
900227900,INSTITUTO PRIVADO CURA BROCHERO,Privado,Urbano,90063022,EL MANANTIAL,1,0,1,90063
900237000,COLEGIO-INSTITUTO INMACULADA CONCEPCION,Privado,Urbano,90014007,BANDA DEL RIO SALI - INCLUYE LASTENIA,0,0,1,90014
062278800,JESUS MAESTRO,Privado,Urbano,06427005,GONZALEZ CATAN,1,0,0,6427
062398000,COLEGIO DE LA CIUDAD DEL NORTE,Privado,Urbano,06805015,RINCON DE MILBERG,1,0,0,6805
062431200,ESCUELA DE EDUCACIÓN PRIMARIA Nº16,Estatal,Urbano,06420011,SANTA TERESITA,1,0,0,6420
100006000,ESCUELA N° 339,Estatal,Rural,10070005,BAVIANO,1,0,0,10070
100006300,ESCUELA N° 244,Estatal,Rural,10070041,EL VALLECITO,1,0,0,10070
100007700,ESCUELA N° 701 C. J. ARMSTRONG,Estatal,Urbano,10049016,SAN FERNANDO DEL VALLE DE CATAMARCA,1,0,0,10049
100008400,ESCUELA N° 216 PROVINCIA DE SAN LUIS,Estatal,Rural,10070112,SAN ANTONIO,1,0,0,10070
100013100,ESCUELA N° 155,Estatal,Rural,10007038,RIO DE LAS CASAS VIEJAS,1,0,0,10007
100017000,ESCUELA N° 112 COMBATE DE SAN LORENZO,Estatal,Rural,10035008,CAMPO DE LAS CALIVAS,1,0,0,10035
100019300,ESCUELA N° 494 CAMARA DE DIPUTADOS,Estatal,Rural,10028002,ANTOFAGASTA DE LA SIERRA,1,0,0,10028
100021400,ESCUELA N° 267,Estatal,Urbano,10091045,SANTA MARIA,1,0,0,10091
100024400,ESCUELA N° 334 MARIA DEL CARMEN FUENZALIDA,Estatal,Rural,10084005,COLPES,1,0,0,10084
100035600,ESCUELA N° 322 EULALIA ARES DE VILDOZA,Estatal,Rural,10014010,CAÑADA DE PAEZ,1,0,0,10014
100037600,ESCUELA N° 397 GERARDO DENETT,Estatal,Rural,10056027,INFANZON,1,0,0,10056
100041000,ESCUELA N° 161 ISLAS MALVINAS,Estatal,Urbano,10049016,SAN FERNANDO DEL VALLE DE CATAMARCA,1,0,0,10049
140003300,COLEGIO SAN VICENTE DE PAUL,Privado,Urbano,14147001,ALTA GRACIA,1,0,0,14147
140012400,ESCUELA ALEJO CARMEN GUZMAN,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140031400,NICOLAS ORTIZ,Estatal,Rural,14028120,MESA DE MARIANO,1,0,0,14028
140032900,COLEGIO SAN JOSE,Privado,Urbano,14182006,BELL VILLE,1,0,0,14182
140033300,TAMBOR DE TACUARI,Estatal,Rural,14077030,MOGIGASTA,1,0,0,14077
140036800,SARA ALICIA GUTIERREZ,Estatal,Rural,14161019,PUNTA DEL AGUA,1,0,0,14161
140038400,ESCUELA DIDIMO ARGAÑARAZ,Estatal,Rural,14126073,SANTA MARIA,1,0,0,14126
140044800,COLEGIO SAN JOSE,Privado,Urbano,14021085,VILLA ALLENDE,1,0,0,14021
140048300,25 DE MAYO,Estatal,Rural,14126045,TASNA,1,0,0,14126
140056100,ESCUELA JUAN PEDRO ESNAOLA,Estatal,Rural,14182003,ANA ZUMARAN,1,0,0,14182
140072600,ESCUELA ISLA DE LOS ESTADOS,Estatal,Urbano,14091071,VILLA CARLOS PAZ,1,0,0,14091
140076700,ESCUELA OBISPO SALGUERO (C/ALBERGUE),Estatal,Rural,14091053,OLAEN,1,0,0,14091
140081900,ESCUELA ANTONIO MANUEL SOBRAL,Estatal,Urbano,14049012,DEAN FUNES,1,0,0,14049
140098400,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,14021058,MENDIOLAZA,1,0,0,14021
140124800,ESCUELA CORONEL FRANCISCO DE BEDOYA,Estatal,Rural,14112024,RAYO CORTADO,1,0,0,14112
140158500,ESCUELA PROVINCIA SANTIAGO DEL ESTERO,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140159000,ESCUELA REPUBLICA DEL PARAGUAY,Estatal,Urbano,14042028,VILLA MARIA,1,0,0,14042
140161800,ESCUELA ANGELICA PRADO,Estatal,Urbano,14161020,RIO TERCERO,1,0,0,14161
140178500,ESCUELA JUAN BAUTISTA ALBERDI,Estatal,Rural,14098098,WASHINGTON,1,0,0,14098
140183200,ESCUELA DEAN FUNES,Estatal,Rural,14007036,SAN IGNACIO (LOTEO SAN JAVIER),1,0,0,14007
140195000,ESCUELA GENERAL SAN MARTIN,Estatal,Urbano,14056010,GENERAL DEHEZA,1,0,0,14056
140202400,ESCUELA MARIANO MORENO,Estatal,Urbano,14182037,PASCANAS,1,0,0,14182
140210600,GENERAL MARTIN MIGUEL DE GUEMES,Estatal,Rural,14161025,CAMPO GIODA,1,0,0,14161
140224000,ESCUELA DOÑA ANITA GIAVENO DE SACAVINO,Estatal,Urbano,14140007,BRINCKMANN,1,0,0,14140
140228800,ESCUELA DR. HENOCH DOMINGO AGUIAR,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140240700,ESCUELA CARLOS NICANDRO PAZ,Estatal,Urbano,14091071,VILLA CARLOS PAZ,1,0,0,14091
140261100,COLEGIO FRAY MAMERTO ESQUIU,Privado,Urbano,14182032,MONTE MAIZ,1,0,0,14182
140264500,ESCUELA GRAL. MANUEL BELGRANO,Estatal,Urbano,14091008,CAPILLA DEL MONTE,1,0,0,14091
140266800,ESCUELA MANUEL SOLARES,Estatal,Urbano,14147001,ALTA GRACIA,1,0,0,14147
140270200,ESCUELA FRAY JOSE MARIA NOGAL,Estatal,Rural,14126002,AMBUL,1,0,0,14126
140275100,ESCUELA DOMINGO F. SARMIENTO,Estatal,Rural,14105057,MEDIA LUNA SUR,1,0,0,14105
140277800,ESCUELA REMEDIOS DE ESCALADA (EX NAC Nº 3),Estatal,Urbano,14042027,TIO PUJIO,1,0,0,14042
140290400,ESCUELA 12 DE OCTUBRE,Estatal,Urbano,14042007,ETRURIA,1,0,0,14042
140291700,ESCUELA PROVINCIA LA RIOJA,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140295000,ESCUELA ANTONIO DEL VISO,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140308500,ESCUELA PROF. ATILIO ARGUELLO,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140319300,ESCUELA TENIENTE GENERAL JULIO ARGENTINO ROCA,Estatal,Urbano,14140108,SAN FRANCISCO,1,0,0,14140
140324200,ESCUELA MANUELA GUILLERMINA MALDONADO DE PARTELLI,Estatal,Rural,14098045,LA ESQUINA,1,0,0,14098
140330700,ESCUELA NUEVA JUAN MANTOVANI,Privado,Urbano,14014005,CORDOBA,1,0,0,14014
140341700,ESCUELA DOMINGO F. SARMIENTO,Estatal,Rural,14035022,VILLA SARMIENTO,1,0,0,14035
140348900,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,14084024,SERRANO,1,0,0,14084
140366100,ESCUELA GENERAL MANUEL BELGRANO,Estatal,Urbano,14161016,OLIVA,1,0,0,14161
140367800,ESCUELA JOSÉ MARÍA PAZ,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140389300,ESCUELA GENERAL CONRADO VILLEGAS,Estatal,Urbano,14084013,LABOULAYE,1,0,0,14084
140394700,ESCUELA AVELINA VAZQUEZ DE GUTIERREZ,Estatal,Rural,14112033,BAÑADO DEL FUERTE,1,0,0,14112
140399200,ESCUELA GOBERNADOR JUAN BAUTISTA BUSTOS,Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140399300,ESCUELA SARGENTO CABRAL,Estatal,Urbano,14063002,ARIAS,1,0,0,14063
140403300,ESCUELA DR. PABLO RUEDA,Estatal,Rural,14021018,COLONIA TIROLESA,1,0,0,14021
140420600,COLEGIO PRIVADO EL MANANTIAL,Privado,Urbano,14133068,VILLA DOLORES,1,0,0,14133
140474500,ESCUELA OSVALDO JORGE LEON (ESC.EX-DE B° CABILDO),Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140512100,ESCUELA JUAN PABLO II (EX-ANEXO JOSE AGUIRRE CAMARA),Estatal,Urbano,14014005,CORDOBA,1,0,0,14014
140551200,INSTITUTO JORGE VOCOS LESCANO,Privado,Urbano,14119025,RIO SEGUNDO,1,0,0,14119
140568200,ESCUELA FACUNDO QUIROGA,Estatal,Urbano,14175035,SAN JOSE DE LA DORMIDA,1,0,0,14175
180004500,ESCUELA Nº 697,Estatal,Rural,18063038,LOMA ALTA,1,0,0,18063
180011400,ESCUELA Nº 162,Estatal,Rural,18140060,TACUARAL,1,0,0,18140
180014300,ESCUELA Nº 279 JUAN XXIII,Estatal,Urbano,18049023,ESQUINA,1,0,0,18049
180016800,ESCUELA Nº 827 MARCOS VICENTE FORASTIER,Estatal,Rural,18133011,EL RINCON,1,0,0,18133
180024700,ESCUELA PRIMARIA Nº 927 BATALLA DE CAA GUAZU,Estatal,Urbano,18161015,CHAVARRIA,1,0,0,18161
180050700,ESCUELA Nº 802 ELVIRA SIXTA PEREZ DE JAIME,Estatal,Rural,18063040,LOMAS DE VALLEJOS,1,0,0,18063
180056100,ESCUELA Nº 471 16 DE NOVIEMBRE,Estatal,Urbano,18035017,CURUZU CUATIA,1,0,0,18035
180061100,ESCUELA Nº 344 PREFECTURA NAVAL ARGENTINA,Estatal,Urbano,18007002,BELLA VISTA,1,0,0,18007
180082700,ESCUELA PRIMARIA Nº 441,Estatal,Rural,18126031,PAGO ARIAS,1,0,0,18126
180083300,ESCUELA Nº 607 BERNARDINO RIVADAVIA,Estatal,Urbano,18021006,CORRIENTES,1,0,0,18021
180085200,ESCUELA Nº 483 LORENZA PIÑEYRO DE RAMOS,Estatal,Urbano,18154037,SAN MIGUEL,1,0,0,18154
180119300,ESCUELA Nº 105 PEDRO MATOSO,Estatal,Rural,18133027,SANTA ANA,1,0,0,18133
180120100,ESCUELA Nº 323 ISLAS MALVINAS,Estatal,Urbano,18021006,CORRIENTES,1,0,0,18021
180153800,ESCUELA Nº 210 SARGENTO CABRAL,Estatal,Rural,18119012,ESTANCIA CABRED,1,0,0,18119
180163100,ESCUELA Nº 973 ARTURO UMBERTO ILLIA,Estatal,Urbano,18105051,MERCEDES,1,0,0,18105
180178200,ESCUELA PRIMARIA Nº 982 PADRE JULIAN ZINI,Estatal,Urbano,18105051,MERCEDES,1,0,0,18105
220005301,E.E.P. Nº  660,Estatal,Rural,22070024,LOTE 33,1,0,0,22070
220013800,E.E.P. Nº 201 - SOLDADO VICTOR OFELIO AVALOS,Estatal,Rural,22147023,LOTE 8,1,0,0,22147
220020301,E.E.P. Nº 713 - SEGUNDO ROMERO,Estatal,Rural,22063126,CABEZA DEL BUEY,1,0,0,22063
220023502,E.E.P. Nº 578 - SXIIYAXAN AGUSTIN MEDINA,Estatal,Urbano,22063040,JUAN JOSE CASTELLI,1,0,0,22063
220026600,E.E.P. Nº  672,Estatal,Rural,22084063,COLONIA LA FLORIDA,1,0,0,22084
220026605,E.E.P. Nº  672,Estatal,Rural,22084118,LEGUA 145,1,0,0,22084
220042301,E.E.P. Nº 703 - ARNALDO ATILIO SANCHEZ,Estatal,Rural,22007038,PAMPA BOLSA,1,0,0,22007
220046101,E.E.P. Nº  391,Estatal,Rural,22154036,CAMPO NOVO,1,0,0,22154
